Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-03-27,364.0,12.0,44.0,718.0,466.0,530.0,369.0,2190.0,47.0,474.0,114.0,287.0,316.0,54.0,37.0,306.0,37.0,157.0,119.0,118.0,1688.0,40.0,3177.0,968.0,94.0,1627.0,14353.0
2020-03-28,,13.0,45.0,767.0,502.0,569.0,421.0,2393.0,47.0,495.0,119.0,317.0,337.0,55.0,,339.0,40.0,173.0,122.0,135.0,1727.0,48.0,3308.0,1017.0,101.0,1701.0,15192.0
2020-03-29,,,48.0,798.0,511.0,605.0,442.0,2505.0,50.0,519.0,127.0,339.0,346.0,59.0,,365.0,41.0,190.0,128.0,139.0,1837.0,50.0,3393.0,1055.0,101.0,1733.0,15795.0
2020-03-30,481.0,14.0,50.0,826.0,539.0,617.0,477.0,2721.0,51.0,535.0,128.0,351.0,378.0,63.0,46.0,389.0,42.0,,135.0,149.0,1962.0,53.0,3605.0,1144.0,112.0,1859.0,16917.0
2020-03-31,499.0,14.0,58.0,856.0,561.0,653.0,491.0,2958.0,53.0,547.0,140.0,375.0,402.0,70.0,46.0,394.0,44.0,196.0,140.0,155.0,2091.0,57.0,3764.0,1211.0,114.0,1947.0,17836.0
2020-04-01,549.0,,61.0,909.0,588.0,687.0,525.0,3137.0,56.0,592.0,145.0,401.0,420.0,70.0,48.0,414.0,44.0,216.0,146.0,167.0,2195.0,59.0,3916.0,1282.0,125.0,2136.0,18902.0
2020-04-02,592.0,20.0,64.0,1003.0,610.0,714.0,550.0,3420.0,58.0,622.0,149.0,422.0,430.0,76.0,51.0,455.0,47.0,227.0,155.0,180.0,2271.0,60.0,4050.0,1334.0,131.0,2300.0,19991.0
2020-04-03,626.0,20.0,65.0,1073.0,625.0,754.0,588.0,3621.0,59.0,649.0,149.0,449.0,444.0,79.0,56.0,480.0,47.0,237.0,165.0,199.0,2377.0,62.0,4186.0,1383.0,138.0,2428.0,20959.0
2020-04-04,,21.0,66.0,1106.0,656.0,767.0,638.0,3753.0,61.0,657.0,154.0,469.0,452.0,80.0,,504.0,47.0,250.0,168.0,209.0,2442.0,66.0,4258.0,1416.0,146.0,2461.0,21529.0
2020-04-05,,,67.0,1137.0,670.0,789.0,669.0,3838.0,63.0,668.0,160.0,478.0,463.0,80.0,,515.0,49.0,258.0,170.0,214.0,2508.0,67.0,4297.0,1431.0,146.0,2491.0,21931.0
2020-04-06,727.0,21.0,69.0,1173.0,682.0,798.0,689.0,3955.0,63.0,679.0,164.0,497.0,485.0,86.0,60.0,532.0,50.0,261.0,178.0,220.0,2546.0,67.0,4415.0,1497.0,152.0,2605.0,22671.0
2020-04-07,760.0,21.0,69.0,1228.0,690.0,808.0,729.0,4117.0,63.0,684.0,171.0,509.0,509.0,87.0,60.0,557.0,50.0,264.0,185.0,222.0,2599.0,68.0,4496.0,1536.0,157.0,2688.0,23327.0
2020-04-08,788.0,23.0,72.0,1286.0,694.0,829.0,756.0,4248.0,64.0,698.0,174.0,527.0,513.0,93.0,61.0,578.0,50.0,276.0,196.0,237.0,2659.0,72.0,4587.0,1570.0,162.0,2783.0,23996.0
2020-04-09,822.0,24.0,74.0,1335.0,711.0,841.0,786.0,4337.0,67.0,719.0,179.0,542.0,545.0,96.0,62.0,604.0,52.0,282.0,213.0,256.0,2714.0,72.0,4684.0,1598.0,165.0,2880.0,24660.0
2020-04-10,850.0,,77.0,1375.0,722.0,854.0,796.0,4382.0,76.0,730.0,182.0,560.0,564.0,100.0,,632.0,53.0,294.0,215.0,265.0,2776.0,74.0,4732.0,1627.0,168.0,2920.0,25110.0
2020-04-11,878.0,24.0,77.0,1419.0,736.0,861.0,834.0,4431.0,91.0,743.0,183.0,568.0,573.0,103.0,,641.0,55.0,306.0,249.0,275.0,2818.0,75.0,4772.0,1653.0,168.0,2978.0,25573.0
2020-04-12,899.0,,,1441.0,740.0,877.0,846.0,4453.0,91.0,747.0,183.0,576.0,583.0,104.0,,649.0,57.0,315.0,251.0,286.0,2869.0,77.0,4809.0,1666.0,168.0,2995.0,25845.0
2020-04-13,906.0,24.0,78.0,1456.0,749.0,888.0,859.0,4496.0,92.0,750.0,184.0,580.0,588.0,104.0,,657.0,57.0,321.0,251.0,293.0,2900.0,78.0,4853.0,1680.0,170.0,3012.0,26088.0
2020-04-14,912.0,24.0,79.0,1470.0,755.0,894.0,879.0,4552.0,105.0,753.0,185.0,589.0,599.0,105.0,64.0,664.0,57.0,325.0,258.0,297.0,2912.0,78.0,4920.0,1707.0,171.0,3059.0,26413.0
2020-04-15,929.0,24.0,79.0,1489.0,768.0,904.0,890.0,4613.0,105.0,759.0,188.0,596.0,612.0,106.0,64.0,676.0,59.0,329.0,261.0,303.0,2927.0,78.0,4970.0,1723.0,171.0,3106.0,26729.0
2020-04-16,943.0,24.0,79.0,1515.0,781.0,912.0,907.0,4681.0,106.0,764.0,189.0,599.0,621.0,106.0,65.0,680.0,60.0,343.0,265.0,309.0,2953.0,78.0,4999.0,1740.0,171.0,3141.0,27031.0
2020-04-17,960.0,24.0,82.0,1553.0,794.0,918.0,930.0,4725.0,108.0,770.0,191.0,607.0,630.0,107.0,66.0,693.0,60.0,350.0,266.0,322.0,2977.0,78.0,5031.0,1760.0,172.0,3164.0,27338.0
2020-04-18,987.0,,,1586.0,798.0,924.0,956.0,4770.0,111.0,773.0,192.0,623.0,633.0,108.0,,699.0,61.0,353.0,266.0,333.0,2994.0,78.0,5049.0,1769.0,174.0,3203.0,27612.0
2020-04-19,1003.0,24.0,,1599.0,803.0,927.0,980.0,4780.0,111.0,778.0,192.0,626.0,634.0,108.0,,705.0,62.0,355.0,268.0,334.0,3032.0,78.0,5060.0,1776.0,175.0,3230.0,27788.0
2020-04-20,1012.0,24.0,86.0,1613.0,806.0,928.0,989.0,4807.0,114.0,785.0,195.0,633.0,643.0,108.0,67.0,711.0,63.0,355.0,272.0,336.0,3058.0,78.0,5092.0,1793.0,175.0,3246.0,27989.0
2020-04-21,1017.0,24.0,86.0,1622.0,809.0,928.0,995.0,4841.0,115.0,787.0,195.0,643.0,648.0,108.0,67.0,718.0,63.0,359.0,276.0,340.0,3065.0,78.0,5124.0,1800.0,176.0,3271.0,28155.0
2020-04-22,1026.0,24.0,87.0,1643.0,811.0,928.0,1006.0,4871.0,117.0,791.0,196.0,648.0,655.0,108.0,67.0,724.0,63.0,368.0,282.0,341.0,3089.0,78.0,5145.0,1806.0,176.0,3311.0,28361.0
2020-04-23,1037.0,25.0,88.0,1670.0,811.0,931.0,1014.0,4905.0,117.0,794.0,196.0,654.0,662.0,108.0,68.0,736.0,65.0,375.0,282.0,354.0,3106.0,78.0,5176.0,1822.0,178.0,3328.0,28580.0
2020-04-24,1052.0,25.0,88.0,1694.0,813.0,936.0,1021.0,4924.0,117.0,799.0,196.0,660.0,665.0,108.0,71.0,745.0,70.0,376.0,284.0,359.0,3121.0,78.0,5199.0,1831.0,180.0,3357.0,28769.0
2020-04-25,,25.0,,1708.0,816.0,938.0,1029.0,4941.0,120.0,800.0,196.0,667.0,666.0,108.0,,753.0,71.0,379.0,287.0,360.0,3142.0,78.0,5212.0,1836.0,181.0,3388.0,28912.0
2020-04-26,,,,1714.0,816.0,940.0,1033.0,4946.0,120.0,802.0,196.0,670.0,667.0,110.0,,761.0,72.0,380.0,293.0,361.0,3161.0,80.0,5220.0,1838.0,181.0,3391.0,28988.0
2020-04-27,1088.0,25.0,94.0,1722.0,816.0,941.0,1040.0,4962.0,121.0,807.0,196.0,674.0,672.0,110.0,75.0,767.0,73.0,382.0,293.0,361.0,3169.0,83.0,5238.0,1853.0,185.0,3409.0,29156.0
2020-04-28,1093.0,25.0,94.0,1733.0,818.0,943.0,1044.0,4981.0,121.0,809.0,197.0,677.0,676.0,111.0,78.0,775.0,74.0,383.0,295.0,362.0,3176.0,85.0,5260.0,1864.0,185.0,3424.0,29283.0
2020-04-29,1099.0,25.0,94.0,1741.0,822.0,946.0,1057.0,4998.0,122.0,811.0,197.0,687.0,680.0,111.0,78.0,776.0,74.0,384.0,295.0,363.0,3191.0,85.0,5274.0,1876.0,185.0,3453.0,29424.0
2020-04-30,1108.0,25.0,95.0,1757.0,824.0,951.0,1070.0,5008.0,122.0,813.0,198.0,694.0,685.0,113.0,78.0,780.0,75.0,388.0,302.0,365.0,3210.0,86.0,5286.0,1883.0,189.0,3464.0,29569.0
2020-05-01,1112.0,25.0,96.0,1767.0,825.0,952.0,1078.0,5026.0,122.0,814.0,198.0,703.0,688.0,113.0,78.0,788.0,75.0,390.0,303.0,367.0,3218.0,87.0,5300.0,1888.0,189.0,3477.0,29679.0
2020-05-02,1124.0,,96.0,1779.0,828.0,955.0,1092.0,5031.0,122.0,816.0,198.0,704.0,688.0,113.0,,,75.0,392.0,304.0,368.0,3225.0,89.0,5309.0,1891.0,189.0,3480.0,29759.0
2020-05-03,1129.0,,97.0,1791.0,828.0,956.0,1097.0,5037.0,122.0,816.0,198.0,705.0,689.0,113.0,,,75.0,398.0,304.0,368.0,3235.0,90.0,5314.0,1893.0,189.0,3484.0,29819.0
2020-05-04,1133.0,25.0,97.0,1796.0,828.0,958.0,1102.0,5043.0,122.0,816.0,198.0,705.0,691.0,113.0,79.0,793.0,75.0,400.0,305.0,372.0,3238.0,91.0,5322.0,1901.0,190.0,3486.0,29879.0
2020-05-05,1135.0,25.0,97.0,1798.0,829.0,959.0,1104.0,5052.0,122.0,816.0,201.0,706.0,695.0,113.0,79.0,793.0,75.0,402.0,305.0,373.0,3239.0,91.0,5333.0,1903.0,191.0,3502.0,29938.0
2020-05-06,1141.0,25.0,97.0,1804.0,830.0,962.0,1107.0,5059.0,125.0,818.0,201.0,709.0,700.0,113.0,79.0,794.0,75.0,403.0,305.0,374.0,3245.0,91.0,5351.0,1906.0,191.0,3517.0,30022.0
2020-05-07,1145.0,,97.0,1809.0,833.0,965.0,1115.0,5067.0,125.0,818.0,201.0,710.0,704.0,115.0,79.0,795.0,76.0,406.0,305.0,374.0,3253.0,92.0,5356.0,1908.0,192.0,3527.0,30092.0
2020-05-08,1149.0,,97.0,1818.0,834.0,966.0,1117.0,5073.0,125.0,819.0,202.0,713.0,710.0,115.0,79.0,798.0,76.0,407.0,305.0,374.0,3257.0,92.0,5367.0,1911.0,192.0,3537.0,30158.0
2020-05-09,1153.0,25.0,,1825.0,835.0,967.0,1121.0,5082.0,126.0,820.0,202.0,713.0,710.0,115.0,,,76.0,,306.0,376.0,3260.0,92.0,5374.0,1912.0,193.0,3542.0,30206.0
2020-05-10,1156.0,,,1832.0,836.0,968.0,1126.0,5083.0,126.0,820.0,202.0,713.0,712.0,115.0,,,78.0,,,376.0,3265.0,92.0,5374.0,1913.0,193.0,3545.0,30237.0
2020-05-11,1163.0,25.0,98.0,1835.0,836.0,970.0,1129.0,5088.0,127.0,820.0,202.0,713.0,714.0,117.0,79.0,801.0,78.0,420.0,306.0,376.0,3268.0,92.0,5381.0,1917.0,193.0,3550.0,30298.0
2020-05-12,1167.0,25.0,98.0,1840.0,837.0,970.0,1138.0,5098.0,127.0,821.0,202.0,715.0,716.0,118.0,79.0,802.0,78.0,421.0,306.0,376.0,3268.0,92.0,5390.0,1917.0,194.0,3552.0,30347.0
2020-05-13,1169.0,,,1843.0,837.0,970.0,1141.0,5102.0,127.0,822.0,202.0,715.0,716.0,120.0,79.0,802.0,78.0,423.0,306.0,376.0,3272.0,92.0,5398.0,1918.0,195.0,3558.0,30384.0
2020-05-14,1174.0,25.0,,1847.0,837.0,971.0,1143.0,5109.0,128.0,823.0,202.0,715.0,716.0,122.0,79.0,802.0,78.0,425.0,307.0,378.0,3272.0,92.0,5403.0,1920.0,197.0,3563.0,30426.0
2020-05-15,1177.0,,99.0,1852.0,837.0,972.0,1145.0,5114.0,128.0,823.0,202.0,715.0,716.0,122.0,79.0,803.0,78.0,427.0,307.0,379.0,3279.0,,5407.0,1929.0,198.0,3565.0,30470.0
2020-05-16,,25.0,,1860.0,838.0,974.0,1146.0,5116.0,,823.0,202.0,719.0,716.0,123.0,,,78.0,,307.0,379.0,3280.0,93.0,5407.0,1932.0,199.0,3570.0,30500.0
2020-05-17,,,,1860.0,838.0,974.0,1147.0,5117.0,,823.0,202.0,723.0,718.0,123.0,,,78.0,,307.0,379.0,3284.0,93.0,5409.0,1932.0,199.0,3572.0,30516.0
2020-05-18,1185.0,,99.0,1863.0,838.0,974.0,1147.0,5118.0,128.0,824.0,202.0,726.0,719.0,123.0,79.0,806.0,78.0,432.0,307.0,379.0,3285.0,93.0,5414.0,1933.0,199.0,3576.0,30552.0
2020-05-19,1187.0,,,1865.0,838.0,975.0,1147.0,5120.0,128.0,824.0,203.0,727.0,721.0,123.0,80.0,806.0,78.0,434.0,307.0,379.0,3285.0,93.0,5418.0,1934.0,199.0,3580.0,30575.0
2020-05-20,1194.0,25.0,99.0,1867.0,838.0,976.0,1152.0,5127.0,128.0,825.0,203.0,732.0,723.0,123.0,82.0,807.0,78.0,436.0,307.0,379.0,3287.0,93.0,5422.0,1934.0,199.0,3583.0,30619.0
2020-05-21,1195.0,,,1869.0,838.0,976.0,1152.0,5132.0,128.0,825.0,204.0,,723.0,123.0,,,78.0,439.0,307.0,379.0,3301.0,93.0,5422.0,1935.0,199.0,3584.0,30647.0
2020-05-22,1195.0,,99.0,1874.0,838.0,976.0,1152.0,5134.0,128.0,826.0,204.0,733.0,723.0,123.0,,,78.0,,307.0,379.0,3304.0,93.0,5426.0,1935.0,199.0,3586.0,30665.0
2020-05-23,,,,1878.0,838.0,976.0,1154.0,5136.0,,826.0,204.0,733.0,724.0,123.0,,,,,307.0,380.0,3304.0,93.0,5432.0,1935.0,201.0,3588.0,30685.0
2020-05-24,,25.0,,1881.0,838.0,976.0,1155.0,5136.0,,826.0,204.0,733.0,724.0,123.0,,,,,307.0,380.0,3305.0,93.0,5434.0,1936.0,202.0,3589.0,30695.0
2020-05-25,1198.0,25.0,99.0,1881.0,838.0,976.0,1156.0,5136.0,128.0,826.0,204.0,733.0,724.0,123.0,82.0,807.0,78.0,439.0,307.0,380.0,3306.0,93.0,5434.0,1938.0,202.0,3591.0,30704.0
2020-05-26,1200.0,,,1881.0,838.0,976.0,1156.0,5139.0,128.0,827.0,204.0,734.0,725.0,123.0,82.0,807.0,78.0,439.0,307.0,380.0,3308.0,93.0,5437.0,1941.0,202.0,3597.0,30726.0
2020-05-27,1201.0,25.0,99.0,1881.0,838.0,976.0,1157.0,5142.0,128.0,827.0,205.0,735.0,725.0,123.0,82.0,808.0,78.0,439.0,307.0,380.0,3308.0,93.0,5439.0,1942.0,202.0,3600.0,30740.0
2020-05-28,1201.0,,99.0,1883.0,840.0,976.0,1158.0,5144.0,128.0,827.0,205.0,735.0,725.0,123.0,82.0,808.0,78.0,440.0,307.0,380.0,3310.0,93.0,5441.0,1943.0,202.0,3605.0,30758.0
2020-05-29,,25.0,100.0,1884.0,840.0,978.0,1159.0,5148.0,128.0,827.0,205.0,735.0,726.0,123.0,82.0,808.0,78.0,440.0,307.0,381.0,3313.0,93.0,5444.0,1943.0,202.0,3612.0,30782.0
2020-05-30,,,,1909.0,841.0,978.0,1159.0,5153.0,,827.0,205.0,735.0,726.0,124.0,,,,,307.0,383.0,3313.0,93.0,5445.0,1943.0,202.0,3618.0,30823.0
2020-05-31,,,,1910.0,842.0,978.0,1159.0,5153.0,,827.0,205.0,735.0,726.0,124.0,,,,,307.0,383.0,3315.0,93.0,5446.0,1945.0,202.0,3618.0,30830.0
2020-06-01,1210.0,,,1910.0,843.0,978.0,1159.0,5154.0,,827.0,205.0,735.0,726.0,124.0,,,,,307.0,383.0,3315.0,93.0,5446.0,1946.0,202.0,3618.0,30842.0
2020-06-02,1213.0,,100.0,1911.0,843.0,978.0,1161.0,5157.0,128.0,827.0,205.0,735.0,727.0,124.0,82.0,,78.0,443.0,307.0,383.0,3315.0,93.0,5450.0,1947.0,202.0,3620.0,30862.0
2020-06-03,1213.0,25.0,100.0,1912.0,844.0,979.0,1162.0,5158.0,128.0,828.0,205.0,735.0,730.0,124.0,82.0,809.0,78.0,445.0,307.0,383.0,3315.0,,5452.0,1947.0,,3623.0,30879.0
2020-06-04,1216.0,,100.0,1914.0,844.0,979.0,1164.0,,128.0,828.0,205.0,735.0,,124.0,82.0,,78.0,446.0,307.0,383.0,3316.0,,5453.0,1948.0,,3631.0,30898.0
2020-06-05,,25.0,100.0,1916.0,845.0,982.0,1166.0,,128.0,,205.0,735.0,,124.0,82.0,,78.0,446.0,307.0,383.0,3316.0,,,1948.0,,3637.0,30912.0
2020-06-06,,,,1918.0,845.0,,,,,,,,,,,,,,307.0,,,,,,,,30914.0
2020-06-07,,,,1918.0,845.0,,,,,,,736.0,,,,,,,307.0,,,,,,,,30915.0
2020-06-08,,,100.0,,,982.0,,,128.0,,,736.0,,,,,79.0,446.0,307.0,,,,,,,,30916.0
