index,country,canton,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
68627,Switzerland,AG,2020-03-08,11.0,3.0,50.0,10.0,-4.0,0.0
68628,Switzerland,AG,2020-03-09,-3.0,-3.0,-5.0,0.0,-1.0,3.0
68629,Switzerland,AG,2020-03-10,-6.0,0.0,-15.0,-7.0,-3.0,3.0
68630,Switzerland,AG,2020-03-11,-2.0,3.0,27.0,-2.0,-2.0,2.0
68631,Switzerland,AG,2020-03-12,-2.0,7.0,8.0,-5.0,-4.0,3.0
68632,Switzerland,AG,2020-03-13,-5.0,24.0,29.0,-7.0,-4.0,4.0
68633,Switzerland,AG,2020-03-14,-15.0,13.0,25.0,-14.0,-4.0,7.0
68634,Switzerland,AG,2020-03-15,-9.0,15.0,118.0,3.0,-9.0,3.0
68635,Switzerland,AG,2020-03-16,5.0,33.0,69.0,-19.0,-15.0,8.0
68636,Switzerland,AG,2020-03-17,-47.0,7.0,66.0,-37.0,-27.0,14.0
68637,Switzerland,AG,2020-03-18,-52.0,5.0,85.0,-38.0,-31.0,16.0
68638,Switzerland,AG,2020-03-19,-52.0,5.0,67.0,-42.0,-34.0,18.0
68639,Switzerland,AG,2020-03-20,-60.0,5.0,39.0,-47.0,-34.0,21.0
68640,Switzerland,AG,2020-03-21,-74.0,-21.0,1.0,-54.0,-37.0,18.0
68641,Switzerland,AG,2020-03-22,-74.0,-36.0,7.0,-53.0,-38.0,13.0
68642,Switzerland,AG,2020-03-23,-60.0,-12.0,42.0,-48.0,-37.0,19.0
68643,Switzerland,AG,2020-03-24,-61.0,-13.0,42.0,-51.0,-40.0,21.0
68644,Switzerland,AG,2020-03-25,-61.0,-10.0,40.0,-50.0,-40.0,20.0
68645,Switzerland,AG,2020-03-26,-60.0,-8.0,24.0,-51.0,-41.0,22.0
68646,Switzerland,AG,2020-03-27,-61.0,-4.0,66.0,-48.0,-40.0,23.0
68647,Switzerland,AG,2020-03-28,-68.0,-12.0,125.0,-38.0,-35.0,15.0
68648,Switzerland,AG,2020-03-29,-75.0,-35.0,-14.0,-56.0,-41.0,13.0
68649,Switzerland,AG,2020-03-30,-61.0,-12.0,2.0,-48.0,-39.0,20.0
68650,Switzerland,AG,2020-03-31,-80.0,7.0,58.0,-44.0,-41.0,20.0
68651,Switzerland,AG,2020-04-01,-80.0,6.0,79.0,-42.0,-40.0,19.0
68652,Switzerland,AG,2020-04-02,-80.0,7.0,63.0,-42.0,-41.0,20.0
68653,Switzerland,AG,2020-04-03,-75.0,9.0,62.0,-44.0,-39.0,22.0
68654,Switzerland,AG,2020-04-04,-80.0,2.0,99.0,-36.0,-35.0,16.0
68655,Switzerland,AG,2020-04-05,-72.0,4.0,108.0,-30.0,-38.0,10.0
68656,Switzerland,AG,2020-04-06,-71.0,6.0,92.0,-38.0,-41.0,19.0
68657,Switzerland,AG,2020-04-07,-66.0,12.0,,-42.0,-42.0,19.0
68658,Switzerland,AG,2020-04-08,-65.0,28.0,92.0,-42.0,-41.0,18.0
68659,Switzerland,AG,2020-04-09,-61.0,48.0,78.0,-39.0,-44.0,18.0
68660,Switzerland,AG,2020-04-10,-87.0,-84.0,,-59.0,-87.0,35.0
68661,Switzerland,AG,2020-04-11,-74.0,19.0,99.0,-32.0,-36.0,15.0
68662,Switzerland,AG,2020-04-12,-71.0,,91.0,-34.0,-34.0,9.0
68663,Switzerland,AG,2020-04-13,-84.0,-81.0,,-56.0,-87.0,31.0
68664,Switzerland,AG,2020-04-14,-67.0,6.0,68.0,-43.0,-41.0,19.0
68665,Switzerland,AG,2020-04-15,-68.0,-3.0,98.0,-42.0,-39.0,18.0
68666,Switzerland,AG,2020-04-16,-63.0,-4.0,83.0,-42.0,-40.0,19.0
68667,Switzerland,AG,2020-04-17,-66.0,-1.0,104.0,-41.0,-38.0,20.0
68668,Switzerland,AG,2020-04-18,-72.0,-7.0,114.0,-31.0,-29.0,14.0
68669,Switzerland,AG,2020-04-19,-65.0,,105.0,-27.0,-31.0,9.0
68670,Switzerland,AG,2020-04-20,-62.0,-12.0,74.0,-40.0,-36.0,18.0
68671,Switzerland,AG,2020-04-21,-64.0,-7.0,75.0,-43.0,-36.0,18.0
68672,Switzerland,AG,2020-04-22,-64.0,-6.0,107.0,-40.0,-35.0,17.0
68673,Switzerland,AG,2020-04-23,-62.0,-4.0,91.0,-39.0,-36.0,18.0
68674,Switzerland,AG,2020-04-24,-64.0,5.0,95.0,-38.0,-35.0,19.0
68675,Switzerland,AG,2020-04-25,-69.0,-3.0,117.0,-26.0,-26.0,13.0
68676,Switzerland,AG,2020-04-26,-62.0,,95.0,-24.0,-29.0,9.0
68677,Switzerland,AG,2020-04-27,-50.0,-1.0,96.0,-27.0,-31.0,15.0
68678,Switzerland,AG,2020-04-28,-56.0,0.0,2.0,-39.0,-34.0,16.0
68679,Switzerland,AG,2020-04-29,-57.0,2.0,28.0,-35.0,-32.0,16.0
68680,Switzerland,AG,2020-04-30,-49.0,6.0,-17.0,-39.0,-33.0,17.0
68681,Switzerland,AG,2020-05-01,-53.0,0.0,11.0,-44.0,-52.0,25.0
68682,Switzerland,AG,2020-05-02,-59.0,0.0,-4.0,-31.0,-25.0,14.0
68683,Switzerland,AG,2020-05-03,-58.0,,95.0,-18.0,-24.0,8.0
68684,Switzerland,AG,2020-05-04,-45.0,-5.0,77.0,-29.0,-29.0,14.0
68685,Switzerland,AG,2020-05-05,-51.0,-3.0,2.0,-40.0,-32.0,17.0
68686,Switzerland,AG,2020-05-06,-49.0,3.0,58.0,-30.0,-30.0,14.0
68687,Switzerland,AG,2020-05-07,-40.0,4.0,87.0,-31.0,-30.0,14.0
68688,Switzerland,AG,2020-05-08,-43.0,9.0,91.0,-32.0,-28.0,15.0
68689,Switzerland,AG,2020-05-09,-46.0,9.0,114.0,-18.0,-15.0,9.0
68690,Switzerland,AG,2020-05-10,-47.0,20.0,78.0,-12.0,-14.0,6.0
68691,Switzerland,AG,2020-05-11,-21.0,4.0,-1.0,-24.0,-22.0,13.0
68692,Switzerland,AG,2020-05-12,-20.0,9.0,48.0,-23.0,-23.0,12.0
68693,Switzerland,AG,2020-05-13,-26.0,5.0,-11.0,-25.0,-23.0,12.0
68694,Switzerland,AG,2020-05-14,-24.0,9.0,1.0,-25.0,-23.0,12.0
68695,Switzerland,AG,2020-05-15,-24.0,11.0,26.0,-22.0,-21.0,13.0
68696,Switzerland,AG,2020-05-16,-20.0,7.0,86.0,-2.0,-7.0,8.0
68697,Switzerland,AG,2020-05-17,-27.0,25.0,135.0,-2.0,-11.0,5.0
68698,Switzerland,AG,2020-05-18,-15.0,7.0,82.0,-14.0,-21.0,10.0
68699,Switzerland,AG,2020-05-19,-15.0,13.0,,-18.0,-22.0,10.0
68700,Switzerland,AG,2020-05-20,-2.0,44.0,28.0,-13.0,-22.0,7.0
68701,Switzerland,AG,2020-05-21,-58.0,-72.0,169.0,-31.0,-83.0,23.0
68702,Switzerland,AG,2020-05-22,-4.0,24.0,50.0,-25.0,-52.0,16.0
68703,Switzerland,AG,2020-05-23,-22.0,-3.0,-42.0,-30.0,-12.0,10.0
68704,Switzerland,AG,2020-05-24,-24.0,10.0,37.0,-2.0,-10.0,4.0
68705,Switzerland,AG,2020-05-25,-5.0,10.0,15.0,-16.0,-21.0,9.0
68706,Switzerland,AG,2020-05-26,-7.0,12.0,34.0,-18.0,-20.0,9.0
68707,Switzerland,AG,2020-05-27,-8.0,11.0,25.0,-16.0,-20.0,8.0
68708,Switzerland,AG,2020-05-28,-7.0,15.0,3.0,-16.0,-20.0,9.0
68709,Switzerland,AG,2020-05-29,-9.0,18.0,16.0,-15.0,-20.0,9.0
68710,Switzerland,AG,2020-05-30,-10.0,12.0,38.0,-3.0,1.0,4.0
68711,Switzerland,AG,2020-05-31,-15.0,28.0,75.0,10.0,-4.0,1.0
68712,Switzerland,AG,2020-06-01,-54.0,-73.0,,-27.0,-81.0,20.0
68713,Switzerland,AG,2020-06-02,-8.0,23.0,31.0,-15.0,-18.0,7.0
68714,Switzerland,AG,2020-06-03,-11.0,12.0,15.0,-16.0,-18.0,8.0
68715,Switzerland,AG,2020-06-04,-11.0,9.0,-30.0,-21.0,-19.0,10.0
68716,Switzerland,AG,2020-06-05,-11.0,10.0,-25.0,-23.0,-17.0,10.0
68717,Switzerland,AG,2020-06-06,-4.0,8.0,-9.0,-10.0,0.0,6.0
68718,Switzerland,AG,2020-06-07,-29.0,-1.0,-21.0,-18.0,-7.0,7.0
68719,Switzerland,AG,2020-06-08,-6.0,3.0,6.0,-13.0,-17.0,8.0
68720,Switzerland,AG,2020-06-09,-7.0,6.0,-14.0,-19.0,-18.0,8.0
68721,Switzerland,AG,2020-06-10,-5.0,15.0,-15.0,-15.0,-17.0,7.0
68722,Switzerland,AG,2020-06-11,-13.0,-21.0,43.0,-20.0,-41.0,13.0
68723,Switzerland,AG,2020-06-12,-7.0,12.0,55.0,-12.0,-26.0,7.0
68724,Switzerland,AG,2020-06-13,-12.0,2.0,15.0,-8.0,1.0,5.0
68725,Switzerland,AG,2020-06-14,-23.0,3.0,-18.0,-15.0,-4.0,5.0
68726,Switzerland,AG,2020-06-15,-9.0,5.0,14.0,-11.0,-17.0,7.0
68727,Switzerland,AG,2020-06-16,-6.0,8.0,25.0,-13.0,-18.0,6.0
68728,Switzerland,AG,2020-06-17,-10.0,5.0,-24.0,-17.0,-18.0,7.0
68729,Switzerland,AG,2020-06-18,-6.0,5.0,3.0,-13.0,-18.0,6.0
68730,Switzerland,AG,2020-06-19,-10.0,4.0,4.0,-16.0,-18.0,6.0
68731,Switzerland,AG,2020-06-20,-10.0,1.0,40.0,0.0,2.0,2.0
68732,Switzerland,AG,2020-06-21,-7.0,15.0,65.0,7.0,1.0,0.0
68733,Switzerland,AG,2020-06-22,-7.0,2.0,34.0,-10.0,-19.0,5.0
68734,Switzerland,AG,2020-06-23,-7.0,4.0,67.0,-10.0,-20.0,4.0
68735,Switzerland,AG,2020-06-24,-8.0,7.0,46.0,-9.0,-17.0,3.0
68736,Switzerland,AG,2020-06-25,-1.0,11.0,38.0,-4.0,-17.0,3.0
68737,Switzerland,AG,2020-06-26,-5.0,8.0,16.0,-8.0,-16.0,4.0
68738,Switzerland,AG,2020-06-27,-6.0,4.0,43.0,5.0,1.0,0.0
68739,Switzerland,AG,2020-06-28,-10.0,13.0,17.0,-2.0,0.0,1.0
68740,Switzerland,AG,2020-06-29,2.0,9.0,20.0,-4.0,-15.0,5.0
68741,Switzerland,AG,2020-06-30,3.0,9.0,82.0,-5.0,-15.0,4.0
68742,Switzerland,AG,2020-07-01,0.0,10.0,50.0,-8.0,-14.0,3.0
68743,Switzerland,AG,2020-07-02,5.0,12.0,17.0,-6.0,-15.0,5.0
68744,Switzerland,AG,2020-07-03,-1.0,10.0,31.0,-11.0,-19.0,5.0
68745,Switzerland,AG,2020-07-04,-8.0,1.0,73.0,1.0,-1.0,0.0
68746,Switzerland,AG,2020-07-05,-4.0,13.0,59.0,6.0,-3.0,-2.0
68747,Switzerland,AG,2020-07-06,2.0,6.0,35.0,-11.0,-25.0,5.0
68748,Switzerland,AG,2020-07-07,0.0,6.0,75.0,-11.0,-25.0,4.0
68749,Switzerland,AG,2020-07-08,-5.0,2.0,57.0,-13.0,-23.0,3.0
68750,Switzerland,AG,2020-07-09,-3.0,3.0,49.0,-12.0,-25.0,3.0
68751,Switzerland,AG,2020-07-10,-11.0,2.0,38.0,-18.0,-26.0,5.0
68752,Switzerland,AG,2020-07-11,-8.0,0.0,28.0,-8.0,-5.0,1.0
68753,Switzerland,AG,2020-07-12,-6.0,7.0,62.0,5.0,-3.0,-3.0
68754,Switzerland,AG,2020-07-13,-4.0,2.0,57.0,-14.0,-29.0,4.0
68755,Switzerland,AG,2020-07-14,-5.0,1.0,82.0,-16.0,-29.0,4.0
68756,Switzerland,AG,2020-07-15,-6.0,0.0,14.0,-21.0,-27.0,6.0
68757,Switzerland,AG,2020-07-16,-3.0,1.0,10.0,-21.0,-29.0,6.0
68758,Switzerland,AG,2020-07-17,-10.0,-1.0,23.0,-21.0,-29.0,6.0
68759,Switzerland,AG,2020-07-18,-18.0,-9.0,67.0,-7.0,-6.0,-1.0
68760,Switzerland,AG,2020-07-19,-11.0,6.0,71.0,2.0,-4.0,-4.0
68761,Switzerland,AG,2020-07-20,-11.0,-2.0,82.0,-16.0,-33.0,4.0
68762,Switzerland,AG,2020-07-21,-7.0,-2.0,64.0,-22.0,-34.0,5.0
68763,Switzerland,AG,2020-07-22,-9.0,-2.0,64.0,-21.0,-31.0,5.0
68764,Switzerland,AG,2020-07-23,-8.0,-2.0,57.0,-20.0,-33.0,5.0
68765,Switzerland,AG,2020-07-24,-9.0,0.0,21.0,-23.0,-32.0,6.0
68766,Switzerland,AG,2020-07-25,-16.0,-7.0,84.0,-5.0,-8.0,-2.0
68767,Switzerland,AG,2020-07-26,-8.0,5.0,55.0,-1.0,-6.0,-1.0
68768,Switzerland,AG,2020-07-27,-6.0,1.0,89.0,-16.0,-34.0,4.0
68769,Switzerland,AG,2020-07-28,-6.0,1.0,70.0,-21.0,-35.0,6.0
68770,Switzerland,AG,2020-07-29,-5.0,4.0,83.0,-19.0,-34.0,4.0
68771,Switzerland,AG,2020-07-30,-4.0,9.0,67.0,-19.0,-35.0,4.0
68772,Switzerland,AG,2020-07-31,-13.0,22.0,74.0,-21.0,-37.0,4.0
68773,Switzerland,AG,2020-08-01,-64.0,-71.0,80.0,-16.0,-39.0,2.0
68774,Switzerland,AG,2020-08-02,-19.0,7.0,-8.0,-15.0,-12.0,1.0
68775,Switzerland,AG,2020-08-03,4.0,9.0,-2.0,-19.0,-31.0,7.0
68776,Switzerland,AG,2020-08-04,3.0,5.0,40.0,-18.0,-32.0,7.0
68777,Switzerland,AG,2020-08-05,0.0,4.0,75.0,-12.0,-29.0,4.0
68778,Switzerland,AG,2020-08-06,-2.0,4.0,69.0,-12.0,-29.0,4.0
68779,Switzerland,AG,2020-08-07,-9.0,0.0,83.0,-14.0,-30.0,3.0
68780,Switzerland,AG,2020-08-08,-16.0,-6.0,100.0,-1.0,-10.0,-1.0
68781,Switzerland,AG,2020-08-09,-10.0,9.0,63.0,3.0,-5.0,-2.0
68782,Switzerland,AG,2020-08-10,-4.0,6.0,67.0,-6.0,-22.0,4.0
68783,Switzerland,AG,2020-08-11,-3.0,7.0,78.0,-10.0,-21.0,3.0
68784,Switzerland,AG,2020-08-12,-6.0,5.0,68.0,-9.0,-20.0,3.0
68785,Switzerland,AG,2020-08-13,1.0,6.0,36.0,-7.0,-21.0,4.0
68786,Switzerland,AG,2020-08-14,-4.0,7.0,44.0,-10.0,-20.0,4.0
68787,Switzerland,AG,2020-08-15,-9.0,-10.0,109.0,3.0,-13.0,0.0
68788,Switzerland,AG,2020-08-16,-10.0,8.0,59.0,2.0,-6.0,-1.0
68789,Switzerland,AG,2020-08-17,-3.0,5.0,,-8.0,-20.0,5.0
68790,Switzerland,AG,2020-08-18,-4.0,1.0,,-9.0,-19.0,4.0
68791,Switzerland,AG,2020-08-19,-5.0,1.0,,-9.0,-19.0,3.0
68792,Switzerland,AG,2020-08-20,-6.0,0.0,,-8.0,-19.0,2.0
68793,Switzerland,AG,2020-08-21,-12.0,-2.0,,-9.0,-21.0,2.0
68794,Switzerland,AG,2020-08-22,-9.0,-4.0,,-6.0,-8.0,1.0
68795,Switzerland,AG,2020-08-23,,,,4.0,,0.0
68796,Switzerland,AG,2020-08-24,-6.0,1.0,,-7.0,-19.0,4.0
68797,Switzerland,AG,2020-08-25,-1.0,5.0,,-7.0,-20.0,3.0
68798,Switzerland,AG,2020-08-26,-4.0,4.0,,-6.0,-19.0,2.0
68799,Switzerland,AG,2020-08-27,1.0,4.0,,-6.0,-18.0,2.0
68800,Switzerland,AG,2020-08-28,-7.0,2.0,,-13.0,-20.0,4.0
68801,Switzerland,AG,2020-08-29,-4.0,-3.0,,-10.0,-11.0,2.0
68802,Switzerland,AG,2020-08-30,,,,-24.0,,4.0
68803,Switzerland,AG,2020-08-31,-1.0,3.0,,-7.0,-19.0,4.0
68804,Switzerland,AG,2020-09-01,-2.0,1.0,,-9.0,-20.0,4.0
68805,Switzerland,AG,2020-09-02,-2.0,0.0,,-8.0,-20.0,2.0
68806,Switzerland,AG,2020-09-03,0.0,5.0,,-6.0,-18.0,2.0
68807,Switzerland,AG,2020-09-04,-6.0,0.0,,-7.0,-19.0,1.0
68808,Switzerland,AG,2020-09-05,-9.0,-7.0,,1.0,-10.0,-2.0
68809,Switzerland,AG,2020-09-06,,,,-1.0,,0.0
68810,Switzerland,AG,2020-09-07,-1.0,4.0,,-6.0,-20.0,3.0
68811,Switzerland,AG,2020-09-08,-2.0,0.0,,-9.0,-21.0,2.0
68812,Switzerland,AG,2020-09-09,-4.0,-1.0,,-6.0,-21.0,1.0
68813,Switzerland,AG,2020-09-10,-2.0,5.0,,-7.0,-18.0,1.0
68814,Switzerland,AG,2020-09-11,-6.0,2.0,107.0,-6.0,-20.0,1.0
68815,Switzerland,AG,2020-09-12,-8.0,-5.0,126.0,3.0,-9.0,-2.0
68816,Switzerland,AG,2020-09-13,4.0,12.0,116.0,10.0,-11.0,-4.0
68817,Switzerland,AG,2020-09-14,-3.0,5.0,,-4.0,-18.0,2.0
68818,Switzerland,AG,2020-09-15,-5.0,0.0,,-5.0,-18.0,2.0
68819,Switzerland,AG,2020-09-16,-6.0,-2.0,96.0,-4.0,-19.0,1.0
68820,Switzerland,AG,2020-09-17,-4.0,1.0,83.0,-7.0,-16.0,1.0
68821,Switzerland,AG,2020-09-18,-8.0,1.0,99.0,-7.0,-18.0,2.0
68822,Switzerland,AG,2020-09-19,-7.0,-4.0,101.0,3.0,-10.0,-1.0
68823,Switzerland,AG,2020-09-20,6.0,14.0,107.0,8.0,-10.0,-1.0
68824,Switzerland,AG,2020-09-21,-4.0,1.0,,-2.0,-18.0,3.0
68825,Switzerland,AG,2020-09-22,-5.0,-1.0,102.0,-5.0,-18.0,3.0
68826,Switzerland,AG,2020-09-23,-7.0,0.0,62.0,-4.0,-18.0,3.0
68827,Switzerland,AG,2020-09-24,-6.0,3.0,44.0,-6.0,-16.0,3.0
68828,Switzerland,AG,2020-09-25,-5.0,5.0,17.0,-7.0,-18.0,4.0
68829,Switzerland,AG,2020-09-26,-4.0,-1.0,3.0,-9.0,-10.0,2.0
68830,Switzerland,AG,2020-09-27,-14.0,-2.0,25.0,-8.0,-15.0,2.0
68831,Switzerland,AG,2020-09-28,0.0,2.0,61.0,-11.0,-27.0,5.0
68832,Switzerland,AG,2020-09-29,-3.0,-3.0,32.0,-18.0,-29.0,5.0
68833,Switzerland,AG,2020-09-30,-4.0,-4.0,72.0,-8.0,-29.0,2.0
68834,Switzerland,AG,2020-10-01,-4.0,1.0,37.0,-14.0,-26.0,4.0
68835,Switzerland,AG,2020-10-02,-8.0,2.0,43.0,-15.0,-28.0,5.0
68836,Switzerland,AG,2020-10-03,-6.0,-9.0,33.0,-7.0,-14.0,2.0
68837,Switzerland,AG,2020-10-04,1.0,14.0,70.0,4.0,-14.0,0.0
68838,Switzerland,AG,2020-10-05,-2.0,3.0,31.0,-16.0,-29.0,6.0
68839,Switzerland,AG,2020-10-06,-3.0,-3.0,48.0,-18.0,-30.0,6.0
68840,Switzerland,AG,2020-10-07,-7.0,-5.0,20.0,-17.0,-29.0,5.0
68841,Switzerland,AG,2020-10-08,-3.0,1.0,70.0,-13.0,-27.0,4.0
68842,Switzerland,AG,2020-10-09,-12.0,-3.0,78.0,-17.0,-28.0,4.0
68843,Switzerland,AG,2020-10-10,-10.0,-2.0,23.0,-15.0,-10.0,3.0
68844,Switzerland,AG,2020-10-11,-12.0,-1.0,54.0,-10.0,-15.0,3.0
68845,Switzerland,AG,2020-10-12,-5.0,3.0,39.0,-9.0,-17.0,5.0
68846,Switzerland,AG,2020-10-13,-3.0,2.0,63.0,-10.0,-17.0,5.0
68847,Switzerland,AG,2020-10-14,-5.0,3.0,58.0,-8.0,-17.0,4.0
68848,Switzerland,AG,2020-10-15,-4.0,7.0,10.0,-13.0,-15.0,6.0
68849,Switzerland,AG,2020-10-16,-9.0,6.0,16.0,-15.0,-16.0,6.0
68850,Switzerland,AG,2020-10-17,-8.0,0.0,44.0,-12.0,-4.0,4.0
68851,Switzerland,AG,2020-10-18,-11.0,7.0,65.0,-8.0,-8.0,3.0
68852,Switzerland,AG,2020-10-19,-11.0,0.0,64.0,-9.0,-16.0,6.0
68853,Switzerland,AG,2020-10-20,-12.0,-2.0,77.0,-15.0,-18.0,6.0
68854,Switzerland,AG,2020-10-21,-12.0,-1.0,57.0,-13.0,-19.0,6.0
68855,Switzerland,AG,2020-10-22,-11.0,5.0,34.0,-14.0,-16.0,7.0
68856,Switzerland,AG,2020-10-23,-17.0,4.0,-2.0,-19.0,-18.0,9.0
68857,Switzerland,AG,2020-10-24,-9.0,2.0,83.0,-12.0,-4.0,6.0
68858,Switzerland,AG,2020-10-25,-2.0,17.0,135.0,3.0,-10.0,3.0
68859,Switzerland,AG,2020-10-26,-13.0,-2.0,-4.0,-19.0,-19.0,9.0
68860,Switzerland,AG,2020-10-27,-8.0,3.0,52.0,-17.0,-20.0,8.0
68861,Switzerland,AG,2020-10-28,-11.0,1.0,31.0,-18.0,-20.0,8.0
68862,Switzerland,AG,2020-10-29,-13.0,4.0,3.0,-23.0,-17.0,10.0
68863,Switzerland,AG,2020-10-30,-15.0,5.0,59.0,-20.0,-17.0,9.0
68864,Switzerland,AG,2020-10-31,-14.0,0.0,71.0,-19.0,-5.0,7.0
68865,Switzerland,AG,2020-11-01,-32.0,-1.0,7.0,-27.0,-19.0,7.0
68866,Switzerland,AG,2020-11-02,-14.0,-2.0,,-14.0,-19.0,8.0
68867,Switzerland,AG,2020-11-03,-15.0,-3.0,18.0,-24.0,-21.0,10.0
68868,Switzerland,AG,2020-11-04,-16.0,-2.0,0.0,-22.0,-21.0,10.0
68869,Switzerland,AG,2020-11-05,-12.0,6.0,11.0,-23.0,-18.0,10.0
68870,Switzerland,AG,2020-11-06,-15.0,4.0,27.0,-23.0,-18.0,10.0
68871,Switzerland,AG,2020-11-07,-13.0,0.0,38.0,-24.0,-6.0,7.0
68872,Switzerland,AG,2020-11-08,-25.0,-6.0,53.0,-20.0,-18.0,6.0
68873,Switzerland,AG,2020-11-09,-12.0,0.0,41.0,-20.0,-19.0,9.0
68874,Switzerland,AG,2020-11-10,-13.0,-1.0,35.0,-23.0,-20.0,10.0
68875,Switzerland,AG,2020-11-11,-12.0,0.0,14.0,-21.0,-20.0,9.0
68876,Switzerland,AG,2020-11-12,-10.0,5.0,36.0,-19.0,-17.0,9.0
68877,Switzerland,AG,2020-11-13,-15.0,4.0,42.0,-22.0,-18.0,10.0
68878,Switzerland,AG,2020-11-14,-10.0,1.0,85.0,-15.0,-5.0,6.0
68879,Switzerland,AG,2020-11-15,-19.0,0.0,91.0,-11.0,-15.0,5.0
68880,Switzerland,AG,2020-11-16,-13.0,0.0,17.0,-21.0,-18.0,10.0
68881,Switzerland,AG,2020-11-17,-12.0,-2.0,46.0,-21.0,-19.0,9.0
68882,Switzerland,AG,2020-11-18,-13.0,-1.0,35.0,-19.0,-19.0,8.0
68883,Switzerland,AG,2020-11-19,-12.0,3.0,3.0,-23.0,-17.0,10.0
68884,Switzerland,AG,2020-11-20,-14.0,4.0,9.0,-24.0,-17.0,11.0
68885,Switzerland,AG,2020-11-21,-10.0,2.0,38.0,-22.0,-6.0,8.0
68886,Switzerland,AG,2020-11-22,-29.0,-9.0,29.0,-25.0,-16.0,7.0
68887,Switzerland,AG,2020-11-23,-10.0,0.0,35.0,-21.0,-17.0,9.0
68888,Switzerland,AG,2020-11-24,-8.0,-1.0,22.0,-24.0,-18.0,9.0
68889,Switzerland,AG,2020-11-25,-4.0,4.0,15.0,-19.0,-18.0,8.0
68890,Switzerland,AG,2020-11-26,0.0,10.0,6.0,-21.0,-15.0,9.0
68891,Switzerland,AG,2020-11-27,3.0,11.0,27.0,-18.0,-16.0,9.0
68892,Switzerland,AG,2020-11-28,-1.0,5.0,33.0,-21.0,-2.0,7.0
68893,Switzerland,AG,2020-11-29,-29.0,-8.0,3.0,-28.0,-13.0,6.0
68894,Switzerland,AG,2020-11-30,-2.0,6.0,19.0,-19.0,-16.0,9.0
68895,Switzerland,AG,2020-12-01,-9.0,-1.0,19.0,-20.0,-19.0,10.0
68896,Switzerland,AG,2020-12-02,-7.0,2.0,13.0,-19.0,-17.0,9.0
68897,Switzerland,AG,2020-12-03,-4.0,8.0,26.0,-20.0,-14.0,9.0
68898,Switzerland,AG,2020-12-04,-10.0,5.0,32.0,-21.0,-15.0,10.0
68899,Switzerland,AG,2020-12-05,-6.0,6.0,23.0,-20.0,-2.0,8.0
68900,Switzerland,AG,2020-12-06,-30.0,-7.0,1.0,-29.0,-14.0,7.0
68901,Switzerland,AG,2020-12-07,-6.0,1.0,9.0,-18.0,-18.0,9.0
68902,Switzerland,AG,2020-12-08,-2.0,-3.0,30.0,-21.0,-23.0,11.0
68903,Switzerland,AG,2020-12-09,-11.0,-2.0,7.0,-22.0,-17.0,9.0
68904,Switzerland,AG,2020-12-10,-7.0,5.0,26.0,-21.0,-15.0,9.0
68905,Switzerland,AG,2020-12-11,-12.0,3.0,29.0,-23.0,-15.0,10.0
68906,Switzerland,AG,2020-12-12,-14.0,3.0,8.0,-23.0,-5.0,9.0
68907,Switzerland,AG,2020-12-13,-41.0,-67.0,21.0,-32.0,-22.0,8.0
68908,Switzerland,AG,2020-12-14,-7.0,7.0,33.0,-20.0,-17.0,9.0
