Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
2020-03-06,0.0,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.251337366810779e-06,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.1707668874342761e-07,1.1707668874342761e-07
2020-03-07,0.0,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.1707668874342761e-07,0.0
2020-03-08,0.0,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,,,,,,,,,,,3.4706315161106715e-06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.3415337748685523e-07,1.1707668874342761e-07
2020-03-09,0.0,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,,,,,,,,,,0.0,3.4706315161106715e-06,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.3415337748685523e-07,0.0
2020-03-10,0.0,,,,1.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,,2.0,0.0,0.0,,5.0,0.0,0.0,0.0,,,,,,,,,,0.0,3.4706315161106715e-06,0.0,,,,0.0,0.0,0.0,1.0,2.0191863083014806e-06,2.0191863083014806e-06,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.830111251673303e-06,2.830111251673303e-06,,,,1.0,2.502674733621558e-06,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,5.85383443717138e-07,3.512300662302828e-07
2020-03-11,0.0,,,,2.0,,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,1.0,,3.0,0.0,0.0,,7.0,0.0,0.0,0.0,,,,,,,,,,1.0,6.941263032221343e-06,3.4706315161106715e-06,,,,0.0,0.0,0.0,0.0,2.0191863083014806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,2.830111251673303e-06,0.0,,,,1.0,3.754012100432337e-06,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,8.195368212039933e-07,2.3415337748685523e-07
2020-03-12,0.0,,,,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,1.0,,4.0,0.0,0.0,,10.0,0.0,0.0,0.0,,,,,,,,,,0.0,6.941263032221343e-06,0.0,,5.134366367846544e-06,,0.0,0.0,0.0,1.0,4.038372616602961e-06,2.0191863083014806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,2.830111251673303e-06,0.0,,,,1.0,5.005349467243116e-06,1.251337366810779e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.170766887434276e-06,3.512300662302828e-07
2020-03-13,0.0,,,,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,1.0,,4.0,1.0,0.0,,11.0,0.0,0.0,0.0,,,,,,,,,,0.0,6.941263032221343e-06,0.0,0.0,5.134366367846544e-06,0.0,0.0,0.0,0.0,0.0,4.038372616602961e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,2.830111251673303e-06,0.0,,,,0.0,5.005349467243116e-06,0.0,1.0,2.907357067058191e-06,2.907357067058191e-06,0.0,0.0,0.0,,,,1.0,1.2878435761777038e-06,1.1707668874342761e-07
2020-03-14,0.0,0.0,,,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,3.0,,5.0,1.0,0.0,,14.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,6.941263032221343e-06,0.0,0.0,5.134366367846544e-06,0.0,0.0,0.0,0.0,0.0,4.038372616602961e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2.0,8.49033375501991e-06,5.660222503346606e-06,,,,1.0,6.256686834053895e-06,1.251337366810779e-06,0.0,2.907357067058191e-06,0.0,0.0,0.0,0.0,,,,3.0,1.6390736424079865e-06,3.512300662302828e-07
2020-03-15,0.0,,,,2.0,,0.0,4.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,6.0,,6.0,2.0,0.0,1.0,22.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,6.941263032221343e-06,0.0,,5.134366367846544e-06,,0.0,0.0,0.0,2.0,8.076745233205922e-06,4.038372616602961e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,1.698066751003982e-05,8.49033375501991e-06,,,,1.0,7.508024200864674e-06,1.251337366810779e-06,1.0,5.814714134116382e-06,2.907357067058191e-06,0.0,0.0,0.0,,6.574760284240036e-07,,8.0,2.5756871523554076e-06,9.366135099474209e-07
2020-03-16,0.0,0.0,,1.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,,,,,,0.0,,,1.0,8.0,,8.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.662050461024737e-07,,0.0,6.941263032221343e-06,0.0,3.0,2.0537465471386177e-05,1.5403099103539633e-05,0.0,0.0,0.0,0.0,8.076745233205922e-06,0.0,0.0,0.0,0.0,1.0,5.040856139006649e-06,5.040856139006649e-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,3.617002806794178e-06,3.617002806794178e-06,2.0,2.2640890013386425e-05,5.660222503346606e-06,,,,2.0,1.0010698934486233e-05,2.502674733621558e-06,1.0,8.722071201174572e-06,2.907357067058191e-06,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,11.0,3.863530728533111e-06,1.2878435761777038e-06
2020-03-17,0.0,0.0,,,2.0,4.0,0.0,5.0,0.0,1.0,0.0,,1.0,,,,0.0,,,2.0,10.0,,10.0,3.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.662050461024737e-07,,0.0,6.941263032221343e-06,0.0,0.0,2.0537465471386177e-05,0.0,0.0,0.0,0.0,1.0,1.0095931541507403e-05,2.0191863083014806e-06,0.0,0.0,0.0,0.0,5.040856139006649e-06,0.0,0.0,0.0,0.0,,,,,5.619113978107932e-06,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,7.234005613588356e-06,3.617002806794178e-06,2.0,2.8301112516733034e-05,5.660222503346606e-06,,,,2.0,1.251337366810779e-05,2.502674733621558e-06,0.0,8.722071201174572e-06,0.0,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,7.0,4.683067549737104e-06,8.195368212039933e-07
2020-03-18,0.0,,,1.0,2.0,4.0,0.0,6.0,0.0,1.0,0.0,,2.0,,,,0.0,,,2.0,12.0,,13.0,4.0,0.0,2.0,49.0,0.0,0.0,0.0,,0.0,,,,,0.0,9.662050461024737e-07,0.0,0.0,6.941263032221343e-06,0.0,0.0,2.0537465471386177e-05,0.0,0.0,0.0,0.0,1.0,1.2115117849808884e-05,2.0191863083014806e-06,0.0,0.0,0.0,0.0,5.040856139006649e-06,0.0,0.0,0.0,0.0,,,,1.0,1.1238227956215864e-05,5.619113978107932e-06,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,7.234005613588356e-06,0.0,2.0,3.396133502007964e-05,5.660222503346606e-06,,,,3.0,1.6267385768540127e-05,3.754012100432337e-06,1.0,1.1629428268232763e-05,2.907357067058191e-06,0.0,0.0,0.0,1.0,1.3149520568480073e-06,6.574760284240036e-07,9.0,5.736757748427953e-06,1.0536901986908485e-06
2020-03-19,1.0,0.0,,1.0,2.0,4.0,1.0,7.0,0.0,2.0,0.0,,3.0,,,,0.0,,,3.0,13.0,,14.0,6.0,0.0,3.0,60.0,1.0,1.4744760817862393e-06,1.4744760817862393e-06,0.0,0.0,0.0,,,,0.0,9.662050461024737e-07,0.0,0.0,6.941263032221343e-06,0.0,0.0,2.0537465471386177e-05,0.0,1.0,3.1376092672427318e-06,3.1376092672427318e-06,1.0,1.4134304158110365e-05,2.0191863083014806e-06,0.0,0.0,0.0,1.0,1.0081712278013298e-05,5.040856139006649e-06,0.0,0.0,0.0,,,,1.0,1.6857341934323796e-05,5.619113978107932e-06,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,1.0851008420382535e-05,3.617002806794178e-06,1.0,3.6791446271752944e-05,2.830111251673303e-06,,,,1.0,1.7518723135350907e-05,1.251337366810779e-06,2.0,1.7444142402349143e-05,5.814714134116382e-06,0.0,0.0,0.0,1.0,1.972428085272011e-06,6.574760284240036e-07,11.0,7.024601324605656e-06,1.2878435761777038e-06
2020-03-20,1.0,,,2.0,3.0,4.0,1.0,9.0,0.0,3.0,0.0,,3.0,,,,0.0,,,3.0,22.0,,19.0,7.0,0.0,4.0,81.0,0.0,1.4744760817862393e-06,0.0,,0.0,,,,,1.0,1.9324100922049473e-06,9.662050461024737e-07,1.0,1.0411894548332014e-05,3.4706315161106715e-06,0.0,2.0537465471386177e-05,0.0,0.0,3.1376092672427318e-06,0.0,2.0,1.8172676774713326e-05,4.038372616602961e-06,0.0,0.0,0.0,1.0,1.5122568417019947e-05,5.040856139006649e-06,0.0,0.0,0.0,,,,0.0,1.6857341934323796e-05,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,1.0851008420382535e-05,0.0,9.0,6.226244753681267e-05,2.547100126505973e-05,,,,5.0,2.37754099694048e-05,6.256686834053895e-06,1.0,2.0351499469407337e-05,2.907357067058191e-06,0.0,0.0,0.0,1.0,2.6299041136960146e-06,6.574760284240036e-07,21.0,9.483211788217637e-06,2.4586104636119796e-06
2020-03-21,1.0,,1.0,3.0,3.0,5.0,2.0,9.0,0.0,4.0,0.0,1.0,4.0,,,,0.0,,,3.0,28.0,,22.0,10.0,0.0,5.0,101.0,0.0,1.4744760817862393e-06,0.0,,0.0,,,1.8104790527573596e-05,,1.0,2.8986151383074214e-06,9.662050461024737e-07,0.0,1.0411894548332014e-05,0.0,1.0,2.567183183923272e-05,5.134366367846544e-06,1.0,6.2752185344854636e-06,3.1376092672427318e-06,0.0,1.8172676774713326e-05,0.0,0.0,0.0,0.0,1.0,2.0163424556026596e-05,5.040856139006649e-06,0.0,0.0,0.0,,2.4416625768818503e-06,,1.0,2.247645591243173e-05,5.619113978107932e-06,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,1.0851008420382535e-05,0.0,6.0,7.92431150468525e-05,1.698066751003982e-05,,,,3.0,2.752942206983714e-05,3.754012100432337e-06,3.0,2.9073570670581907e-05,8.722071201174572e-06,0.0,0.0,0.0,1.0,3.2873801421200185e-06,6.574760284240036e-07,20.0,1.1824745563086189e-05,2.341533774868552e-06
2020-03-22,1.0,,,,3.0,5.0,3.0,10.0,0.0,4.0,0.0,1.0,4.0,,,,0.0,,,3.0,37.0,,24.0,11.0,0.0,6.0,116.0,0.0,1.4744760817862393e-06,0.0,,0.0,,,1.8104790527573596e-05,,,2.8986151383074214e-06,,0.0,1.0411894548332014e-05,0.0,0.0,2.567183183923272e-05,0.0,1.0,9.412827801728195e-06,3.1376092672427318e-06,1.0,2.0191863083014807e-05,2.0191863083014806e-06,0.0,0.0,0.0,0.0,2.0163424556026596e-05,0.0,0.0,0.0,0.0,0.0,2.4416625768818503e-06,0.0,0.0,2.247645591243173e-05,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,1.0851008420382535e-05,0.0,9.0,0.00010471411631191222,2.547100126505973e-05,,,,2.0,3.0032096803458695e-05,2.502674733621558e-06,1.0,3.19809277376401e-05,2.907357067058191e-06,0.0,0.0,0.0,1.0,3.944856170544022e-06,6.574760284240036e-07,15.0,1.3580895894237602e-05,1.756150331151414e-06
2020-03-23,2.0,,1.0,5.0,3.0,5.0,4.0,14.0,0.0,5.0,0.0,1.0,5.0,,0.0,1.0,0.0,1.0,,3.0,48.0,,28.0,13.0,0.0,6.0,145.0,1.0,2.9489521635724785e-06,1.4744760817862393e-06,,0.0,,0.0,1.8104790527573596e-05,0.0,2.0,4.831025230512369e-06,1.9324100922049473e-06,0.0,1.0411894548332014e-05,0.0,0.0,2.567183183923272e-05,0.0,1.0,1.2550437068970927e-05,3.1376092672427318e-06,4.0,2.826860831622073e-05,8.076745233205922e-06,0.0,0.0,0.0,1.0,2.5204280695033245e-05,5.040856139006649e-06,0.0,0.0,0.0,0.0,2.4416625768818503e-06,0.0,1.0,2.809556989053966e-05,5.619113978107932e-06,,,,,0.0,,,1.9696787650902013e-06,,0.0,0.0,0.0,,3.6604024978586646e-06,,,,,0.0,1.0851008420382535e-05,0.0,11.0,0.00013584534008031856,3.1131223768406335e-05,,,,4.0,3.503744627070181e-05,5.005349467243116e-06,2.0,3.779564187175648e-05,5.814714134116382e-06,0.0,0.0,0.0,0.0,3.944856170544022e-06,0.0,29.0,1.6976119867797e-05,3.3952239735594006e-06
2020-03-24,2.0,0.0,2.0,6.0,4.0,5.0,6.0,15.0,0.0,6.0,0.0,2.0,6.0,,0.0,1.0,0.0,1.0,0.0,3.0,53.0,,30.0,14.0,0.0,8.0,164.0,0.0,2.9489521635724785e-06,0.0,0.0,0.0,0.0,1.0,3.620958105514719e-05,1.8104790527573596e-05,1.0,5.797230276614843e-06,9.662050461024737e-07,1.0,1.3882526064442686e-05,3.4706315161106715e-06,0.0,2.567183183923272e-05,0.0,2.0,1.882565560345639e-05,6.2752185344854636e-06,1.0,3.028779462452221e-05,2.0191863083014806e-06,0.0,0.0,0.0,1.0,3.0245136834039893e-05,5.040856139006649e-06,0.0,0.0,0.0,1.0,4.8833251537637006e-06,2.4416625768818503e-06,1.0,3.371468386864759e-05,5.619113978107932e-06,,,,0.0,0.0,0.0,0.0,1.9696787650902013e-06,0.0,0.0,0.0,0.0,0.0,3.6604024978586646e-06,0.0,,0.0,,0.0,1.0851008420382535e-05,0.0,5.0,0.00014999589633868507,1.4150556258366517e-05,,,,2.0,3.754012100432337e-05,2.502674733621558e-06,1.0,4.0702998938814674e-05,2.907357067058191e-06,0.0,0.0,0.0,2.0,5.259808227392029e-06,1.3149520568480073e-06,19.0,1.9200576953922127e-05,2.2244570861251246e-06
2020-03-25,2.0,0.0,2.0,6.0,5.0,8.0,6.0,22.0,0.0,8.0,0.0,2.0,9.0,,0.0,1.0,0.0,1.0,0.0,3.0,60.0,,38.0,15.0,0.0,10.0,198.0,0.0,2.9489521635724785e-06,0.0,0.0,0.0,0.0,0.0,3.620958105514719e-05,0.0,0.0,5.797230276614843e-06,0.0,1.0,1.7353157580553357e-05,3.4706315161106715e-06,3.0,4.1074930942772354e-05,1.5403099103539633e-05,0.0,1.882565560345639e-05,0.0,7.0,4.4422098782632576e-05,1.4134304158110365e-05,0.0,0.0,0.0,2.0,4.032684911205319e-05,1.0081712278013298e-05,0.0,0.0,0.0,0.0,4.8833251537637006e-06,0.0,3.0,5.057202580297139e-05,1.6857341934323796e-05,,,,0.0,0.0,0.0,0.0,1.9696787650902013e-06,0.0,0.0,0.0,0.0,0.0,3.6604024978586646e-06,0.0,0.0,0.0,0.0,0.0,1.0851008420382535e-05,0.0,7.0,0.00016980667510039819,1.9810778761713124e-05,,,,8.0,4.75508199388096e-05,1.0010698934486233e-05,1.0,4.3610356005872864e-05,2.907357067058191e-06,0.0,0.0,0.0,2.0,6.574760284240037e-06,1.3149520568480073e-06,34.0,2.3181184371198668e-05,3.980607417276539e-06
2020-03-26,3.0,0.0,2.0,7.0,5.0,12.0,11.0,24.0,0.0,8.0,0.0,3.0,12.0,,0.0,1.0,0.0,1.0,0.0,3.0,67.0,,52.0,17.0,0.0,13.0,241.0,1.0,4.423428245358718e-06,1.4744760817862393e-06,0.0,0.0,0.0,0.0,3.620958105514719e-05,0.0,1.0,6.763435322717316e-06,9.662050461024737e-07,0.0,1.7353157580553357e-05,0.0,4.0,6.161239641415853e-05,2.0537465471386177e-05,5.0,3.451370193967005e-05,1.5688046336213657e-05,2.0,4.846047139923554e-05,4.038372616602961e-06,0.0,0.0,0.0,0.0,4.032684911205319e-05,0.0,0.0,0.0,0.0,1.0,7.324987730645551e-06,2.4416625768818503e-06,3.0,6.742936773729519e-05,1.6857341934323796e-05,,,,0.0,0.0,0.0,0.0,1.9696787650902013e-06,0.0,0.0,0.0,0.0,0.0,3.6604024978586646e-06,0.0,0.0,0.0,0.0,0.0,1.0851008420382535e-05,0.0,7.0,0.00018961745386211133,1.9810778761713124e-05,,,,14.0,6.506954307416051e-05,1.7518723135350907e-05,2.0,4.9425070139989244e-05,5.814714134116382e-06,0.0,0.0,0.0,3.0,8.547188369512047e-06,1.972428085272011e-06,43.0,2.8215481987166053e-05,5.034297615967387e-06
2020-03-27,5.0,0.0,2.0,8.0,5.0,13.0,14.0,31.0,0.0,9.0,0.0,3.0,13.0,,0.0,2.0,0.0,1.0,1.0,4.0,76.0,,54.0,21.0,0.0,15.0,277.0,2.0,7.372380408931197e-06,2.9489521635724785e-06,0.0,0.0,0.0,0.0,3.620958105514719e-05,0.0,1.0,7.72964036881979e-06,9.662050461024737e-07,0.0,1.7353157580553357e-05,0.0,1.0,6.674676278200507e-05,5.134366367846544e-06,3.0,4.392652974139824e-05,9.412827801728195e-06,7.0,6.25947755573459e-05,1.4134304158110365e-05,0.0,0.0,0.0,1.0,4.536770525105984e-05,5.040856139006649e-06,0.0,0.0,0.0,0.0,7.324987730645551e-06,0.0,1.0,7.304848171540312e-05,5.619113978107932e-06,,,,0.0,0.0,0.0,1.0,3.939357530180403e-06,1.9696787650902013e-06,0.0,0.0,0.0,0.0,3.6604024978586646e-06,0.0,1.0,6.282788301448183e-06,6.282788301448183e-06,1.0,1.4468011227176713e-05,3.617002806794178e-06,9.0,0.00021508845512717106,2.547100126505973e-05,,,,2.0,6.757221780778207e-05,2.502674733621558e-06,4.0,6.1054498408222e-05,1.1629428268232763e-05,0.0,0.0,0.0,2.0,9.862140426360054e-06,1.3149520568480073e-06,36.0,3.243024278192945e-05,4.214760794763394e-06
2020-03-28,8.0,0.0,2.0,9.0,5.0,13.0,15.0,39.0,1.0,12.0,0.0,4.0,15.0,,,5.0,0.0,1.0,1.0,4.0,87.0,,61.0,25.0,1.0,19.0,327.0,3.0,1.1795808654289914e-05,4.423428245358718e-06,0.0,0.0,0.0,0.0,3.620958105514719e-05,0.0,1.0,8.695845414922264e-06,9.662050461024737e-07,0.0,1.7353157580553357e-05,0.0,0.0,6.674676278200507e-05,0.0,1.0,4.706413900864098e-05,3.1376092672427318e-06,8.0,7.874826602375775e-05,1.6153490466411845e-05,1.0,2.475063732891122e-05,2.475063732891122e-05,3.0,6.049027366807979e-05,1.5122568417019947e-05,0.0,0.0,0.0,1.0,9.766650307527401e-06,2.4416625768818503e-06,2.0,8.428670967161898e-05,1.1238227956215864e-05,,,,,0.0,,3.0,9.848393825451006e-06,5.909036295270605e-06,0.0,0.0,0.0,0.0,3.6604024978586646e-06,0.0,0.0,6.282788301448183e-06,0.0,0.0,1.4468011227176713e-05,0.0,11.0,0.0002462196788955774,3.1131223768406335e-05,,,,7.0,7.633157937545752e-05,8.759361567675453e-06,4.0,7.268392667645476e-05,1.1629428268232763e-05,1.0,7.884134755631242e-06,7.884134755631242e-06,4.0,1.249204454005607e-05,2.6299041136960146e-06,50.0,3.8284077219100825e-05,5.85383443717138e-06
